year,month,region,temp_anomaly,co2,ch4,n2o,tsi,owid_co2,owid_co2_luc,owid_primary_energy,aerosol_optical_depth,decimal_year,time_since_baseline,co2_growth,co2_ma12,ch4_growth,ch4_ma12,n2o_growth,n2o_ma12,temp_ma12,aerosol_log,aerosol_ma12,tsi_anomaly,month_sin,month_cos
2015,1,Global,0.8566666666666666,399.56,1833.11,327.98,1361.9213358561199,35403.527,41916.152,152357.625,0.0,2015.0,36.0,2.0500000000000114,397.51500000000004,16.34999999999991,1824.0766666666666,1.3700000000000045,327.21083333333337,0.7577083333333334,0.0,0.0,0.29902203877782085,0.49999999999999994,0.8660254037844387
2015,2,Global,0.9066666666666666,400.12,1832.96,328.04,1361.9263610839844,35403.527,41916.152,152357.625,0.0,2015.0833333333333,36.08333333333326,2.1499999999999773,397.69416666666666,16.690000000000055,1825.4675,1.3799999999999955,327.3258333333334,0.7870833333333334,0.0,0.0,0.3040472666423284,0.8660254037844386,0.5000000000000001
2015,3,Global,0.9566666666666666,400.57,1833.19,328.04,1361.9313863118489,35403.527,41916.152,152357.625,0.0,2015.1666666666667,36.16666666666674,2.3000000000000114,397.8858333333333,15.13000000000011,1826.7283333333335,1.3199999999999932,327.43583333333333,0.8014583333333335,0.0,0.0,0.30907249450683594,1.0,6.123233995736766e-17
2015,4,Global,0.7466666666666666,400.96,1833.15,327.98,1361.9364115397136,35403.527,41916.152,152357.625,0.0,2015.25,36.25,2.329999999999984,398.08,12.269999999999982,1827.7508333333333,1.1899999999999977,327.535,0.7966666666666667,0.0,0.0,0.31409772237157085,0.8660254037844387,-0.4999999999999998
2015,5,Global,0.7866666666666666,400.91,1831.52,327.93,1361.9414367675781,35403.527,41916.152,152357.625,0.0,2015.3333333333333,36.33333333333326,2.2200000000000273,398.26500000000004,9.569999999999936,1828.5483333333332,1.1100000000000136,327.6275,0.7902083333333335,0.0,0.0,0.3191229502360784,0.49999999999999994,-0.8660254037844387
2015,6,Global,0.8066666666666666,400.06,1827.11,327.95,1361.9464619954426,35403.527,41916.152,152357.625,0.0,2015.4166666666667,36.41666666666674,2.339999999999975,398.46000000000004,8.649999999999864,1829.2691666666667,1.0600000000000023,327.71583333333336,0.80125,0.0,0.0,0.32414817810058594,1.2246467991473532e-16,-1.0
2015,7,Global,0.7266666666666666,398.38,1824.59,328.03,1361.9288024902344,35403.527,41916.152,152357.625,0.0,2015.5,36.5,2.25,398.64750000000004,8.829999999999927,1830.005,1.0,327.7991666666667,0.813125,0.0,0.0,0.3064886728923284,-0.4999999999999997,-0.8660254037844388
2015,8,Global,0.7866666666666666,397.07,1828.96,328.12,1361.8884582519531,35403.527,41916.152,152357.625,0.0,2015.5833333333333,36.58333333333326,2.0500000000000114,398.8183333333333,9.079999999999927,1830.7616666666665,0.9300000000000068,327.87666666666667,0.8091666666666666,0.0,0.0,0.2661444346110784,-0.8660254037844385,-0.5000000000000004
2015,9,Global,0.8266666666666665,397.34,1836.21,328.24,1361.8481140136719,35403.527,41916.152,152357.625,0.0,2015.6666666666667,36.66666666666674,2.2199999999999704,399.00333333333333,9.340000000000146,1831.54,0.9000000000000341,327.95166666666665,0.8052083333333333,0.0,0.0,0.2258001963298284,-1.0,-1.8369701987210297e-16
2015,10,Global,1.0666666666666667,398.8,1841.48,328.42,1361.8077697753906,35403.527,41916.152,152357.625,0.0,2015.75,36.75,2.420000000000016,399.205,10.259999999999991,1832.3950000000002,0.9000000000000341,328.0266666666667,0.8270833333333334,0.0,0.0,0.1854559580485784,-0.8660254037844386,0.5000000000000001
2015,11,Global,1.0466666666666666,400.36,1844.54,328.61,1361.7674255371094,35403.527,41916.152,152357.625,0.0,2015.8333333333333,36.83333333333326,2.5,399.41333333333336,11.539999999999964,1833.3566666666666,0.8899999999999864,328.10083333333336,0.8581249999999999,0.0,0.0,0.1451117197673284,-0.5000000000000004,0.8660254037844384
2015,12,Global,1.1666666666666665,401.66,1844.74,328.77,1361.7270812988281,35403.527,41916.152,152357.625,0.0,2015.9166666666667,36.91666666666674,2.830000000000041,399.64916666666664,11.279999999999973,1834.2966666666669,0.8999999999999773,328.1758333333333,0.89,0.0,0.0,0.1047674814860784,-2.4492935982947064e-16,1.0
2016,1,Global,1.1724999999999999,402.61,1842.53,328.87,1361.6867370605469,35392.832,40769.383,154221.484,0.0,2016.0,37.0,3.0500000000000114,399.90333333333336,9.420000000000073,1835.0816666666667,0.8899999999999864,328.25,0.9163194444444444,0.0,0.0,0.0644232432048284,0.49999999999999994,0.8660254037844387
2016,2,Global,1.3625,403.24,1841.74,328.9,1361.6463928222656,35392.832,40769.383,154221.484,0.0,2016.0833333333333,37.08333333333326,3.1200000000000045,400.16333333333336,8.779999999999973,1835.8133333333335,0.8599999999999568,328.32166666666666,0.9543055555555555,0.0,0.0,0.024079004923578395,0.8660254037844386,0.5000000000000001
2016,3,Global,1.3525,403.82,1843.04,328.88,1361.6060485839844,35392.832,40769.383,154221.484,0.0,2016.1666666666667,37.16666666666674,3.25,400.43416666666667,9.849999999999909,1836.6341666666667,0.839999999999975,328.39166666666665,0.9872916666666666,0.0,0.0,-0.016265233357671605,1.0,6.123233995736766e-17
2016,4,Global,1.0825,404.34,1843.74,328.88,1361.5657043457031,35392.832,40769.383,154221.484,0.0,2016.25,37.25,3.3799999999999955,400.71583333333336,10.589999999999918,1837.5166666666667,0.8999999999999773,328.46666666666664,1.0152777777777777,0.0,0.0,-0.056609471638921605,0.8660254037844387,-0.4999999999999998
2016,5,Global,0.9524999999999999,404.41,1842.15,328.91,1361.5253601074219,35392.832,40769.383,154221.484,0.0,2016.3333333333333,37.33333333333326,3.5,401.0075,10.63000000000011,1838.4025000000001,0.9800000000000182,328.54833333333335,1.029097222222222,0.0,0.0,-0.0969537099201716,0.49999999999999994,-0.8660254037844387
2016,6,Global,0.8025,403.63,1837.9,328.91,1361.4850158691406,35392.832,40769.383,154221.484,0.0,2016.4166666666667,37.41666666666674,3.569999999999993,401.305,10.790000000000191,1839.3016666666665,0.9600000000000364,328.62833333333333,1.0287499999999998,0.0,0.0,-0.1372979482014216,1.2246467991473532e-16,-1.0
2016,7,Global,0.8424999999999999,402.11,1834.26,328.84,1361.4576161702473,35392.832,40769.383,154221.484,0.0,2016.5,37.5,3.730000000000018,401.6158333333333,9.670000000000073,1840.1075,0.8100000000000023,328.6958333333333,1.0384027777777776,0.0,0.0,-0.16469764709472656,-0.4999999999999997,-0.8660254037844388
2016,8,Global,1.0125,400.8,1836.83,328.78,1361.4431610107422,35392.832,40769.383,154221.484,0.0,2016.5833333333333,37.58333333333326,3.730000000000018,401.9266666666667,7.869999999999891,1840.7633333333333,0.6599999999999682,328.75083333333333,1.0572222222222223,0.0,0.0,-0.1791528065998591,-0.8660254037844385,-0.5000000000000004
2016,9,Global,0.9025,400.97,1844.33,328.86,1361.428705851237,35392.832,40769.383,154221.484,0.0,2016.6666666666667,37.66666666666674,3.6300000000000523,402.2291666666667,8.11999999999989,1841.4400000000003,0.6200000000000045,328.8025,1.0635416666666666,0.0,0.0,-0.19360796610499165,-1.0,-1.8369701987210297e-16
2016,10,Global,0.8624999999999999,402.41,1849.96,329.05,1361.4142506917317,35392.832,40769.383,154221.484,0.0,2016.75,37.75,3.6100000000000136,402.53,8.480000000000018,1842.1466666666665,0.6299999999999955,328.85499999999996,1.0465277777777777,0.0,0.0,-0.20806312561035156,-0.8660254037844386,0.5000000000000001
2016,11,Global,0.9125,403.78,1851.46,329.23,1361.3997955322266,35392.832,40769.383,154221.484,0.0,2016.8333333333333,37.83333333333326,3.419999999999959,402.815,6.920000000000073,1842.7233333333334,0.6200000000000045,328.90666666666664,1.0353472222222222,0.0,0.0,-0.2225182851154841,-0.5000000000000004,0.8660254037844384
2016,12,Global,0.8624999999999999,404.68,1851.05,329.36,1361.3853403727214,35392.832,40769.383,154221.484,0.0,2016.9166666666667,37.91666666666674,3.019999999999982,403.06666666666666,6.309999999999945,1843.2491666666665,0.5900000000000318,328.9558333333333,1.01,0.0,0.0,-0.23697344462061665,-2.4492935982947064e-16,1.0
2017,1,Global,1.0158333333333334,405.32,1849.74,329.47,1361.370885213216,35974.609,41282.379,157625.312,0.0,2017.0,38.0,2.7099999999999795,403.2925,7.210000000000036,1843.8500000000001,0.6000000000000227,329.0058333333333,0.9969444444444444,0.0,0.0,-0.25142860412597656,0.49999999999999994,0.8660254037844387
2017,2,Global,1.1258333333333332,405.91,1848.49,329.52,1361.356430053711,35974.609,41282.379,157625.312,0.0,2017.0833333333333,38.08333333333326,2.670000000000016,403.51500000000004,6.75,1844.4125000000001,0.6200000000000045,329.05750000000006,0.9772222222222222,0.0,0.0,-0.2658837636311091,0.8660254037844386,0.5000000000000001
2017,3,Global,1.1558333333333333,406.31,1848.24,329.54,1361.3419748942058,35974.609,41282.379,157625.312,0.0,2017.1666666666667,38.16666666666674,2.490000000000009,403.7225,5.2000000000000455,1844.8458333333335,0.660000000000025,329.1125,0.9608333333333333,0.0,0.0,-0.28033892313624165,1.0,6.123233995736766e-17
2017,4,Global,0.9258333333333334,406.6,1848.57,329.53,1361.3275197347004,35974.609,41282.379,157625.312,0.0,2017.25,38.25,2.2600000000000477,403.91083333333336,4.829999999999927,1845.2483333333332,0.6499999999999773,329.1666666666667,0.9477777777777776,0.0,0.0,-0.29479408264160156,0.8660254037844387,-0.4999999999999998
2017,5,Global,0.9058333333333334,406.64,1847.22,329.51,1361.3130645751953,35974.609,41282.379,157625.312,0.0,2017.3333333333333,38.33333333333326,2.2299999999999613,404.09666666666664,5.069999999999936,1845.6708333333333,0.5999999999999659,329.2166666666667,0.9438888888888889,0.0,0.0,-0.3092492421467341,0.49999999999999994,-0.8660254037844387
2017,6,Global,0.7058333333333333,405.84,1842.89,329.58,1361.2986094156902,35974.609,41282.379,157625.312,0.0,2017.4166666666667,38.41666666666674,2.2099999999999795,404.2808333333333,4.990000000000009,1846.0866666666668,0.6699999999999591,329.2725,0.9358333333333334,0.0,0.0,-0.32370440165186665,1.2246467991473532e-16,-1.0
2017,7,Global,0.8158333333333333,404.1,1840.22,329.7,1361.2901763916016,35974.609,41282.379,157625.312,0.0,2017.5,38.5,1.990000000000009,404.4466666666667,5.960000000000036,1846.5833333333333,0.8600000000000136,329.3441666666667,0.9336111111111111,0.0,0.0,-0.3321374257404841,-0.4999999999999997,-0.8660254037844388
2017,8,Global,0.8658333333333333,402.55,1844.58,329.79,1361.2877655029297,35974.609,41282.379,157625.312,0.0,2017.5833333333333,38.58333333333326,1.75,404.59250000000003,7.75,1847.2291666666667,1.0100000000000477,329.42833333333334,0.9213888888888889,0.0,0.0,-0.3345483144123591,-0.8660254037844385,-0.5000000000000004
2017,9,Global,0.7358333333333333,402.63,1852.76,329.87,1361.2853546142578,35974.609,41282.379,157625.312,0.0,2017.6666666666667,38.66666666666674,1.6599999999999682,404.7308333333333,8.430000000000064,1847.9316666666666,1.009999999999991,329.5125,0.9074999999999999,0.0,0.0,-0.3369592030842341,-1.0,-1.8369701987210297e-16
2017,10,Global,0.8758333333333334,404.15,1858.03,330.01,1361.282943725586,35974.609,41282.379,157625.312,0.0,2017.75,38.75,1.7399999999999523,404.87583333333333,8.069999999999936,1848.6041666666667,0.9599999999999795,329.59250000000003,0.9086111111111111,0.0,0.0,-0.3393700917561091,-0.8660254037844386,0.5000000000000001
2017,11,Global,0.8658333333333333,405.7,1858.6,330.15,1361.280532836914,35974.609,41282.379,157625.312,0.0,2017.8333333333333,38.83333333333326,1.920000000000016,405.03583333333336,7.139999999999873,1849.1991666666665,0.9199999999999591,329.6691666666667,0.9047222222222221,0.0,0.0,-0.3417809804279841,-0.5000000000000004,0.8660254037844384
2017,12,Global,0.9258333333333334,406.76,1856.59,330.29,1361.2781219482422,35974.609,41282.379,157625.312,0.0,2017.9166666666667,38.91666666666674,2.079999999999984,405.2091666666667,5.539999999999964,1849.6608333333334,0.9300000000000068,329.74666666666667,0.91,0.0,0.0,-0.3441918690998591,-2.4492935982947064e-16,1.0
2018,1,Global,0.8233333333333333,407.53,1854.53,330.45,1361.2757110595703,36734.004,41616.027,161806.125,0.0,2018.0,39.0,2.2099999999999795,405.3933333333334,4.789999999999964,1850.0600000000002,0.9799999999999613,329.8283333333333,0.8939583333333334,0.0,0.0,-0.3466027577717341,0.49999999999999994,0.8660254037844387
2018,2,Global,0.8433333333333333,408.24,1855.08,330.6,1361.2733001708984,36734.004,41616.027,161806.125,0.0,2018.0833333333333,39.08333333333326,2.329999999999984,405.5874999999999,6.589999999999918,1850.6091666666664,1.080000000000041,329.91833333333335,0.8704166666666665,0.0,0.0,-0.3490136464436091,0.8660254037844386,0.5000000000000001
2018,3,Global,0.8833333333333333,408.78,1856.97,330.69,1361.2708892822266,36734.004,41616.027,161806.125,0.0,2018.1666666666667,39.16666666666674,2.4699999999999704,405.79333333333335,8.730000000000018,1851.3366666666668,1.1499999999999773,330.01416666666665,0.8477083333333334,0.0,0.0,-0.3514245351154841,1.0,6.123233995736766e-17
2018,4,Global,0.8833333333333333,409.08,1856.74,330.71,1361.2684783935547,36734.004,41616.027,161806.125,0.0,2018.25,39.25,2.4799999999999613,406.0,8.170000000000073,1852.0175,1.1800000000000068,330.1125,0.8441666666666667,0.0,0.0,-0.3538354237873591,0.8660254037844387,-0.4999999999999998
2018,5,Global,0.8133333333333334,408.93,1854.71,330.7,1361.2660675048828,36734.004,41616.027,161806.125,0.0,2018.3333333333333,39.33333333333326,2.2900000000000205,406.19083333333333,7.490000000000009,1852.6416666666667,1.1899999999999977,330.21166666666664,0.8364583333333333,0.0,0.0,-0.3562463124592341,0.49999999999999994,-0.8660254037844387
2018,6,Global,0.7633333333333333,408.06,1851.85,330.7,1361.263656616211,36734.004,41616.027,161806.125,0.0,2018.4166666666667,39.41666666666674,2.2200000000000273,406.37583333333333,8.959999999999809,1853.3883333333333,1.1200000000000045,330.305,0.8412499999999999,0.0,0.0,-0.3586572011311091,1.2246467991473532e-16,-1.0
2018,7,Global,0.8333333333333333,406.49,1849.05,330.75,1361.2621612548828,36734.004,41616.027,161806.125,0.0,2018.5,39.5,2.3899999999999864,406.575,8.829999999999927,1854.1241666666665,1.0500000000000114,330.3925,0.8427083333333334,0.0,0.0,-0.3601525624592341,-0.4999999999999997,-0.8660254037844388
2018,8,Global,0.7833333333333333,405.13,1851.94,330.88,1361.2615814208984,36734.004,41616.027,161806.125,0.0,2018.5833333333333,39.58333333333326,2.579999999999984,406.78999999999996,7.360000000000127,1854.7375000000002,1.089999999999975,330.48333333333335,0.8358333333333333,0.0,0.0,-0.3607323964436091,-0.8660254037844385,-0.5000000000000004
2018,9,Global,0.8033333333333333,405.2,1860.46,331.08,1361.261001586914,36734.004,41616.027,161806.125,0.0,2018.6666666666667,39.66666666666674,2.569999999999993,407.00416666666666,7.7000000000000455,1855.3791666666666,1.2099999999999795,330.5841666666667,0.8414583333333333,0.0,0.0,-0.3613122304279841,-1.0,-1.8369701987210297e-16
2018,10,Global,1.0133333333333332,406.66,1865.75,331.29,1361.2604217529297,36734.004,41616.027,161806.125,0.0,2018.75,39.75,2.5100000000000477,407.2133333333333,7.720000000000027,1856.0225,1.2800000000000296,330.69083333333333,0.8529166666666667,0.0,0.0,-0.3618920644123591,-0.8660254037844386,0.5000000000000001
2018,11,Global,0.8333333333333333,408.12,1866.25,331.48,1361.2598419189453,36734.004,41616.027,161806.125,0.0,2018.8333333333333,39.83333333333326,2.420000000000016,407.41499999999996,7.650000000000091,1856.66,1.330000000000041,330.8016666666667,0.8502083333333333,0.0,0.0,-0.3624718983967341,-0.5000000000000004,0.8660254037844384
2018,12,Global,0.9233333333333333,409.19,1866.02,331.68,1361.259262084961,36734.004,41616.027,161806.125,0.0,2018.9166666666667,39.91666666666674,2.430000000000007,407.6175,9.430000000000064,1857.4458333333334,1.3899999999999864,330.91749999999996,0.85,0.0,0.0,-0.3630517323811091,-2.4492935982947064e-16,1.0
2019,1,Global,0.9316666666666666,409.93,1865.01,331.78,1361.2586822509766,37086.566,41973.746,163694.609,0.0,2019.0,40.0,2.400000000000034,407.81750000000005,10.480000000000018,1858.3191666666664,1.329999999999984,331.02833333333336,0.8590277777777776,0.0,0.0,-0.3636315663654841,0.49999999999999994,0.8660254037844387
2019,2,Global,0.9516666666666665,410.35,1865.03,331.75,1361.2581024169922,37086.566,41973.746,163694.609,0.0,2019.0833333333333,40.08333333333326,2.1100000000000136,407.99333333333334,9.950000000000045,1859.1483333333333,1.1499999999999773,331.12416666666667,0.8680555555555557,0.0,0.0,-0.3642114003498591,0.8660254037844386,0.5000000000000001
2019,3,Global,1.1716666666666664,410.9,1866.3,331.66,1361.2575225830078,37086.566,41973.746,163694.609,0.0,2019.1666666666667,40.16666666666674,2.1200000000000045,408.17,9.329999999999927,1859.9258333333335,0.9700000000000273,331.205,0.8920833333333332,0.0,0.0,-0.3647912343342341,1.0,6.123233995736766e-17
2019,4,Global,1.0116666666666667,411.35,1865.33,331.62,1361.2569427490234,37086.566,41973.746,163694.609,0.0,2019.25,40.25,2.2700000000000387,408.3591666666666,8.589999999999918,1860.6416666666667,0.910000000000025,331.2808333333333,0.9027777777777777,0.0,0.0,-0.3653710683186091,0.8660254037844387,-0.4999999999999998
2019,5,Global,0.8616666666666666,411.36,1861.96,331.64,1361.256362915039,37086.566,41973.746,163694.609,0.0,2019.3333333333333,40.33333333333326,2.430000000000007,408.5616666666667,7.25,1861.2458333333332,0.9399999999999977,331.3591666666667,0.9068055555555555,0.0,0.0,-0.3659509023029841,0.49999999999999994,-0.8660254037844387
2019,6,Global,0.9016666666666666,410.54,1858.57,331.73,1361.2557830810547,37086.566,41973.746,163694.609,0.0,2019.4166666666667,40.41666666666674,2.480000000000018,408.7683333333334,6.720000000000027,1861.805833333333,1.0300000000000296,331.445,0.9183333333333333,0.0,0.0,-0.3665307362873591,1.2246467991473532e-16,-1.0
2019,7,Global,0.9416666666666665,408.88,1857.99,331.84,1361.258295694987,37086.566,41973.746,163694.609,0.0,2019.5,40.5,2.3899999999999864,408.96750000000003,8.940000000000055,1862.5508333333335,1.089999999999975,331.5358333333333,0.927361111111111,0.0,0.0,-0.36401812235499165,-0.4999999999999997,-0.8660254037844388
2019,8,Global,0.9516666666666665,407.64,1862.87,331.88,1361.263900756836,37086.566,41973.746,163694.609,0.0,2019.5833333333333,40.58333333333326,2.509999999999991,409.1766666666667,10.929999999999836,1863.4616666666664,1.0,331.6191666666667,0.9413888888888887,0.0,0.0,-0.3584130605061091,-0.8660254037844385,-0.5000000000000004
2019,9,Global,0.9316666666666666,407.93,1870.79,331.93,1361.2695058186848,37086.566,41973.746,163694.609,0.0,2019.6666666666667,40.66666666666674,2.730000000000018,409.4041666666667,10.329999999999927,1864.3225,0.8500000000000227,331.69,0.9520833333333333,0.0,0.0,-0.35280799865722656,-1.0,-1.8369701987210297e-16
2019,10,Global,1.0016666666666665,409.44,1875.42,332.08,1361.275110880534,37086.566,41973.746,163694.609,0.0,2019.75,40.75,2.7799999999999727,409.6358333333333,9.670000000000073,1865.1283333333333,0.7899999999999636,331.7558333333333,0.951111111111111,0.0,0.0,-0.34720293680811665,-0.8660254037844386,0.5000000000000001
2019,11,Global,0.9916666666666666,410.87,1875.61,332.26,1361.2807159423828,37086.566,41973.746,163694.609,0.0,2019.8333333333333,40.83333333333326,2.75,409.865,9.3599999999999,1865.908333333333,0.7799999999999727,331.8208333333333,0.9643055555555554,0.0,0.0,-0.3415978749592341,-0.5000000000000004,0.8660254037844384
2019,12,Global,1.1116666666666668,411.76,1874.61,332.4,1361.2863210042317,37086.566,41973.746,163694.609,0.0,2019.9166666666667,40.91666666666674,2.569999999999993,410.07916666666665,8.589999999999918,1866.6241666666665,0.7199999999999704,331.8808333333333,0.98,0.0,0.0,-0.33599281311035156,-2.4492935982947064e-16,1.0
2020,1,Global,1.1841666666666666,412.43,1872.91,332.5,1361.2919260660808,35158.23,39674.77,157993.891,0.0,2020.0,41.0,2.5,410.28749999999997,7.900000000000091,1867.2825,0.7200000000000273,331.94083333333333,1.0010416666666666,0.0,0.0,-0.33038775126124165,0.49999999999999994,0.8660254037844387
2020,2,Global,1.2441666666666666,412.95,1872.3,332.56,1361.2975311279297,35158.23,39674.77,157993.891,0.0,2020.0833333333333,41.08333333333326,2.599999999999966,410.50416666666666,7.269999999999982,1867.8883333333333,0.8100000000000023,332.0083333333333,1.0254166666666664,0.0,0.0,-0.3247826894123591,0.8660254037844386,0.5000000000000001
2020,3,Global,1.1841666666666666,413.44,1874.37,332.63,1361.3031361897786,35158.23,39674.77,157993.891,0.0,2020.1666666666667,41.16666666666674,2.5400000000000205,410.71583333333325,8.069999999999936,1868.5608333333332,0.9699999999999704,332.0891666666667,1.0264583333333333,0.0,0.0,-0.31917762756347656,1.0,6.123233995736766e-17
2020,4,Global,1.1241666666666668,413.86,1875.78,332.71,1361.3087412516277,35158.23,39674.77,157993.891,0.0,2020.25,41.25,2.509999999999991,410.925,10.450000000000045,1869.4316666666666,1.089999999999975,332.18,1.0358333333333334,0.0,0.0,-0.31357256571436665,0.8660254037844387,-0.4999999999999998
2020,5,Global,0.9941666666666666,413.81,1874.41,332.78,1361.3143463134766,35158.23,39674.77,157993.891,0.0,2020.3333333333333,41.33333333333326,2.4499999999999886,411.1291666666666,12.450000000000045,1870.4691666666668,1.1399999999999864,332.275,1.046875,0.0,0.0,-0.3079675038654841,0.49999999999999994,-0.8660254037844387
2020,6,Global,0.9141666666666667,412.88,1871.97,332.88,1361.3199513753254,35158.23,39674.77,157993.891,0.0,2020.4166666666667,41.41666666666674,2.339999999999975,411.3241666666666,13.400000000000091,1871.5858333333335,1.1499999999999773,332.37083333333334,1.0479166666666666,0.0,0.0,-0.30236244201660156,1.2246467991473532e-16,-1.0
2020,7,Global,0.8941666666666667,411.17,1871.47,333.02,1361.3296966552734,35158.23,39674.77,157993.891,0.0,2020.5,41.5,2.2900000000000205,411.51500000000004,13.480000000000018,1872.7091666666665,1.1800000000000068,332.4691666666667,1.0439583333333333,0.0,0.0,-0.2926171620686091,-0.4999999999999997,-0.8660254037844388
2020,8,Global,0.8641666666666666,409.73,1876.39,333.15,1361.3435821533203,35158.23,39674.77,157993.891,0.0,2020.5833333333333,41.58333333333326,2.090000000000032,411.6891666666667,13.52000000000021,1873.8358333333335,1.2699999999999818,332.575,1.0366666666666666,0.0,0.0,-0.2787316640217341,-0.8660254037844385,-0.5000000000000004
2020,9,Global,0.9641666666666666,410.0,1884.56,333.26,1361.3574676513672,35158.23,39674.77,157993.891,0.0,2020.6666666666667,41.66666666666674,2.069999999999993,411.8616666666667,13.769999999999982,1874.9833333333333,1.329999999999984,332.68583333333333,1.039375,0.0,0.0,-0.2648461659748591,-1.0,-1.8369701987210297e-16
2020,10,Global,0.8741666666666666,411.66,1889.99,333.42,1361.371353149414,35158.23,39674.77,157993.891,0.0,2020.75,41.75,2.2200000000000273,412.0466666666667,14.569999999999936,1876.1975,1.3400000000000318,332.79749999999996,1.02875,0.0,0.0,-0.2509606679279841,-0.8660254037844386,0.5000000000000001
2020,11,Global,1.0841666666666667,413.25,1891.47,333.6,1361.385238647461,35158.23,39674.77,157993.891,0.0,2020.8333333333333,41.83333333333326,2.3799999999999955,412.24500000000006,15.860000000000127,1877.5191666666667,1.3400000000000318,332.90916666666664,1.0364583333333333,0.0,0.0,-0.2370751698811091,-0.5000000000000004,0.8660254037844384
2020,12,Global,0.7941666666666667,414.14,1890.97,333.76,1361.3991241455078,35158.23,39674.77,157993.891,0.0,2020.9166666666667,41.91666666666674,2.3799999999999955,412.4433333333333,16.360000000000127,1878.8825,1.3600000000000136,333.0225,1.01,0.0,0.0,-0.2231896718342341,-2.4492935982947064e-16,1.0
2021,1,Global,0.8133333333333334,414.73,1888.62,333.88,1361.4130096435547,36866.863,41523.965,166043.5,0.0,2021.0,42.0,2.3000000000000114,412.635,15.709999999999809,1880.1916666666666,1.3799999999999955,333.1375,0.9790972222222223,0.0,0.0,-0.2093041737873591,0.49999999999999994,0.8660254037844387
2021,2,Global,0.6433333333333333,415.2,1886.66,333.96,1361.4268951416016,36866.863,41523.965,166043.5,0.0,2021.0833333333333,42.08333333333326,2.25,412.8225,14.360000000000127,1881.3883333333333,1.3999999999999773,333.25416666666666,0.9290277777777778,0.0,0.0,-0.1954186757404841,0.8660254037844386,0.5000000000000001
2021,3,Global,0.8933333333333333,415.49,1887.99,334.01,1361.4407806396484,36866.863,41523.965,166043.5,0.0,2021.1666666666667,42.16666666666674,2.0500000000000114,412.99333333333334,13.620000000000118,1882.5233333333333,1.3799999999999955,333.3691666666667,0.9047916666666668,0.0,0.0,-0.1815331776936091,1.0,6.123233995736766e-17
2021,4,Global,0.7633333333333333,415.81,1890.8,334.06,1361.4546661376953,36866.863,41523.965,166043.5,0.0,2021.25,42.25,1.9499999999999886,413.1558333333333,15.019999999999982,1883.7749999999999,1.3500000000000227,333.4816666666666,0.8747222222222222,0.0,0.0,-0.1676476796467341,0.8660254037844387,-0.4999999999999998
2021,5,Global,0.7933333333333333,416.01,1891.28,334.1,1361.4685516357422,36866.863,41523.965,166043.5,0.0,2021.3333333333333,42.33333333333326,2.1999999999999886,413.3391666666667,16.86999999999989,1885.180833333333,1.32000000000005,333.59166666666664,0.8579861111111112,0.0,0.0,-0.1537621815998591,0.49999999999999994,-0.8660254037844387
2021,6,Global,0.8533333333333333,415.2,1888.08,334.12,1361.482437133789,36866.863,41523.965,166043.5,0.0,2021.4166666666667,42.41666666666674,2.319999999999993,413.5325,16.1099999999999,1886.5233333333333,1.240000000000009,333.695,0.8529166666666667,0.0,0.0,-0.1398766835529841,1.2246467991473532e-16,-1.0
2021,7,Global,0.9233333333333333,413.45,1885.99,334.15,1361.5098673502605,36866.863,41523.965,166043.5,0.0,2021.5,42.5,2.2799999999999727,413.7225,14.519999999999982,1887.7333333333336,1.1299999999999955,333.78916666666663,0.8553472222222221,0.0,0.0,-0.11244646708155415,-0.4999999999999997,-0.8660254037844388
2021,8,Global,0.8133333333333334,412.15,1892.32,334.23,1361.5508422851562,36866.863,41523.965,166043.5,0.0,2021.5833333333333,42.58333333333326,2.419999999999959,413.9241666666667,15.929999999999836,1889.0608333333332,1.080000000000041,333.87916666666666,0.8511111111111113,0.0,0.0,-0.0714715321857966,-0.8660254037844385,-0.5000000000000004
2021,9,Global,0.9233333333333333,412.38,1902.43,334.41,1361.591817220052,36866.863,41523.965,166043.5,0.0,2021.6666666666667,42.66666666666674,2.3799999999999955,414.12249999999995,17.87000000000012,1890.5500000000002,1.150000000000034,333.975,0.8477083333333333,0.0,0.0,-0.030496597290039062,-1.0,-1.8369701987210297e-16
2021,10,Global,0.9833333333333333,413.83,1907.92,334.63,1361.632792154948,36866.863,41523.965,166043.5,0.0,2021.75,42.75,2.169999999999959,414.3033333333333,17.930000000000064,1892.0441666666666,1.2099999999999795,334.0758333333333,0.8568055555555555,0.0,0.0,0.010478337605945853,-0.8660254037844386,0.5000000000000001
2021,11,Global,0.9233333333333333,415.58,1909.23,334.85,1361.6737670898438,36866.863,41523.965,166043.5,0.0,2021.8333333333333,42.83333333333326,2.329999999999984,414.49749999999995,17.75999999999999,1893.5241666666668,1.25,334.18,0.8434027777777778,0.0,0.0,0.051453272501703395,-0.5000000000000004,0.8660254037844384
2021,12,Global,0.8733333333333333,416.6,1907.95,335.05,1361.7147420247395,36866.863,41523.965,166043.5,0.0,2021.9166666666667,42.91666666666674,2.4600000000000364,414.70250000000004,16.980000000000018,1894.9391666666668,1.2900000000000205,334.28749999999997,0.8500000000000001,0.0,0.0,0.09242820739746094,-2.4492935982947064e-16,1.0
