year,month,region,temp_anomaly,co2,ch4,n2o,tsi,owid_co2,owid_co2_luc,owid_primary_energy,aerosol_optical_depth,decimal_year,time_since_baseline,co2_growth,co2_ma12,ch4_growth,ch4_ma12,n2o_growth,n2o_ma12,temp_ma12,aerosol_log,aerosol_ma12,tsi_anomaly,month_sin,month_cos
2003,1,Global,0.7366666666666667,374.94,1777.54,317.29,1361.9197845458984,27652.691,34973.902,117849.602,0.0,2003.0,24.0,2.430000000000007,372.78583333333336,3.4200000000000728,1773.0091666666667,0.36000000000001364,316.9725,0.6184722222222222,0.0,0.0,0.2974707285563909,0.49999999999999994,0.8660254037844387
2003,2,Global,0.5766666666666667,375.47,1774.83,317.34,1361.8781280517578,27652.691,34973.902,117849.602,0.0,2003.0833333333333,24.083333333333258,2.5600000000000023,372.9991666666667,1.9700000000000273,1773.1733333333334,0.3699999999999477,317.00333333333333,0.6019444444444445,0.0,0.0,0.2558142344157659,0.8660254037844386,0.5000000000000001
2003,3,Global,0.5966666666666667,375.91,1774.84,317.41,1361.8364715576172,27652.691,34973.902,117849.602,0.0,2003.1666666666667,24.166666666666742,2.5300000000000296,373.21000000000004,1.4299999999998363,1773.2924999999998,0.4500000000000455,317.04083333333335,0.57875,0.0,0.0,0.2141577402751409,1.0,6.123233995736766e-17
2003,4,Global,0.5466666666666667,376.39,1775.8,317.48,1361.7948150634766,27652.691,34973.902,117849.602,0.0,2003.25,24.25,2.659999999999968,373.4316666666667,3.0599999999999454,1773.5475,0.5800000000000409,317.0891666666667,0.5772222222222222,0.0,0.0,0.1725012461345159,0.8660254037844387,-0.4999999999999998
2003,5,Global,0.5966666666666667,376.54,1774.45,317.51,1361.753158569336,27652.691,34973.902,117849.602,0.0,2003.3333333333333,24.333333333333258,2.830000000000041,373.6675,4.170000000000073,1773.8950000000002,0.6599999999999682,317.14416666666665,0.5740277777777778,0.0,0.0,0.1308447519938909,0.49999999999999994,-0.8660254037844387
2003,6,Global,0.4666666666666667,375.71,1771.68,317.53,1361.7115020751953,27652.691,34973.902,117849.602,0.0,2003.4166666666667,24.416666666666742,2.8700000000000045,373.9066666666666,4.789999999999964,1774.2941666666666,0.6999999999999886,317.20250000000004,0.5691666666666667,0.0,0.0,0.0891882578532659,1.2246467991473532e-16,-1.0
2003,7,Global,0.5766666666666667,374.17,1770.71,317.56,1361.6815032958984,27652.691,34973.902,117849.602,0.0,2003.5,24.5,2.759999999999991,374.1366666666666,6.4500000000000455,1774.8316666666667,0.7400000000000091,317.26416666666665,0.5668055555555556,0.0,0.0,0.059189478556390895,-0.4999999999999997,-0.8660254037844388
2003,8,Global,0.6366666666666667,372.94,1774.3,317.63,1361.6631622314453,27652.691,34973.902,117849.602,0.0,2003.5833333333333,24.583333333333258,2.589999999999975,374.3525,7.319999999999936,1775.4416666666666,0.8100000000000023,317.3316666666667,0.5761111111111111,0.0,0.0,0.040848414103265895,-0.8660254037844385,-0.5000000000000004
2003,9,Global,0.6166666666666667,373.09,1780.55,317.77,1361.6448211669922,27652.691,34973.902,117849.602,0.0,2003.6666666666667,24.666666666666742,2.419999999999959,374.55416666666673,6.789999999999964,1776.0074999999997,0.8999999999999773,317.4066666666667,0.5754166666666667,0.0,0.0,0.022507349650140895,-1.0,-1.8369701987210297e-16
2003,10,Global,0.7166666666666667,374.36,1784.69,317.93,1361.626480102539,27652.691,34973.902,117849.602,0.0,2003.75,24.75,2.410000000000025,374.75500000000005,6.430000000000064,1776.5433333333333,0.9399999999999977,317.485,0.5905555555555556,0.0,0.0,0.004166285197015895,-0.8660254037844386,0.5000000000000001
2003,11,Global,0.5166666666666667,375.65,1785.28,318.04,1361.608139038086,27652.691,34973.902,117849.602,0.0,2003.8333333333333,24.833333333333258,2.3700000000000045,374.95249999999993,5.789999999999964,1777.0258333333331,0.910000000000025,317.56083333333333,0.5848611111111112,0.0,0.0,-0.014174779256109105,-0.5000000000000004,0.8660254037844384
2003,12,Global,0.7366666666666667,376.52,1783.56,318.11,1361.5897979736328,27652.691,34973.902,117849.602,0.0,2003.9166666666667,24.916666666666742,2.259999999999991,375.1408333333334,3.9199999999998454,1777.3525,0.8700000000000045,317.6333333333333,0.61,0.0,0.0,-0.032515843709234105,-2.4492935982947064e-16,1.0
2004,1,Global,0.5733333333333333,377.21,1780.74,318.18,1361.5714569091797,28610.023,35053.887,123841.742,0.0,2004.0,25.0,2.269999999999982,375.33,3.2000000000000455,1777.6191666666666,0.8899999999999864,317.7075,0.596388888888889,0.0,0.0,-0.050856908162359105,0.49999999999999994,0.8660254037844387
2004,2,Global,0.7233333333333333,377.72,1779.68,318.2,1361.5531158447266,28610.023,35053.887,123841.742,0.0,2004.0833333333333,25.083333333333258,2.25,375.5175,4.850000000000136,1778.0233333333333,0.8600000000000136,317.7791666666667,0.6086111111111111,0.0,0.0,-0.0691979726154841,0.8660254037844386,0.5000000000000001
2004,3,Global,0.6333333333333333,378.15,1780.93,318.16,1361.5347747802734,28610.023,35053.887,123841.742,0.0,2004.1666666666667,25.166666666666742,2.2399999999999523,375.70416666666665,6.0900000000001455,1778.5308333333332,0.75,317.84166666666664,0.6116666666666667,0.0,0.0,-0.0875390370686091,1.0,6.123233995736766e-17
2004,4,Global,0.6033333333333333,378.48,1780.88,318.14,1361.5164337158203,28610.023,35053.887,123841.742,0.0,2004.25,25.25,2.090000000000032,375.8783333333333,5.080000000000155,1778.9541666666667,0.6599999999999682,317.89666666666665,0.6163888888888889,0.0,0.0,-0.1058801015217341,0.8660254037844387,-0.4999999999999998
2004,5,Global,0.3633333333333333,378.41,1777.74,318.14,1361.4980926513672,28610.023,35053.887,123841.742,0.0,2004.3333333333333,25.333333333333258,1.8700000000000045,376.03416666666664,3.2899999999999636,1779.2283333333335,0.6299999999999955,317.94916666666666,0.5969444444444444,0.0,0.0,-0.1242211659748591,0.49999999999999994,-0.8660254037844387
2004,6,Global,0.4333333333333333,377.51,1772.43,318.13,1361.479751586914,28610.023,35053.887,123841.742,0.0,2004.4166666666667,25.416666666666742,1.8000000000000114,376.18416666666667,0.75,1779.2908333333332,0.6000000000000227,317.99916666666667,0.5941666666666666,0.0,0.0,-0.1425622304279841,1.2246467991473532e-16,-1.0
2004,7,Global,0.2533333333333333,375.94,1768.17,318.14,1361.461908976237,28610.023,35053.887,123841.742,0.0,2004.5,25.5,1.7699999999999818,376.3316666666667,-2.5399999999999636,1779.0791666666667,0.5799999999999841,318.04749999999996,0.5672222222222222,0.0,0.0,-0.16040484110499165,-0.4999999999999997,-0.8660254037844388
2004,8,Global,0.4433333333333333,374.47,1769.97,318.17,1361.444564819336,28610.023,35053.887,123841.742,0.0,2004.5833333333333,25.583333333333258,1.5300000000000296,376.4591666666667,-4.329999999999927,1778.7183333333335,0.5400000000000205,318.0925,0.5511111111111111,0.0,0.0,-0.1777489980061091,-0.8660254037844385,-0.5000000000000004
2004,9,Global,0.5033333333333333,374.38,1775.87,318.22,1361.4272206624348,28610.023,35053.887,123841.742,0.0,2004.6666666666667,25.666666666666742,1.2900000000000205,376.5666666666666,-4.680000000000064,1778.3283333333331,0.4500000000000455,318.13000000000005,0.5416666666666666,0.0,0.0,-0.19509315490722656,-1.0,-1.8369701987210297e-16
2004,10,Global,0.6033333333333333,375.72,1780.08,318.34,1361.409876505534,28610.023,35053.887,123841.742,0.0,2004.75,25.75,1.3600000000000136,376.68,-4.610000000000127,1777.9441666666664,0.40999999999996817,318.16416666666663,0.5322222222222222,0.0,0.0,-0.21243731180811665,-0.8660254037844386,0.5000000000000001
2004,11,Global,0.7233333333333333,377.2,1780.53,318.56,1361.3925323486328,28610.023,35053.887,123841.742,0.0,2004.8333333333333,25.833333333333258,1.5500000000000114,376.80916666666667,-4.75,1777.5483333333334,0.5199999999999818,318.2075,0.5494444444444444,0.0,0.0,-0.2297814687092341,-0.5000000000000004,0.8660254037844384
